influence both	influence both	1	1	w	agent_list_2 - Blad1
influencing the	influencing the	14	1	w	agent_list_2 - Blad1
influences sensations	influences sensations	1	2	w	agent_list_2 - Blad1
influence internal	influence internal	1	3	w	agent_list_2 - Blad1
influences policy-gradient	influences policy-gradient	1	3	w	agent_list_2 - Blad1
influence that	influence that	1	1	w	agent_list_2 - Blad1
influencing reinforcement	influencing reinforcement	1	3	w	agent_list_2 - Blad1
influencing ai	influencing ai	1	1	w	agent_list_2 - Blad1
influence memory	influence memory	1	3	w	agent_list_2 - Blad1
influencing factors	influencing factors	1	3	w	agent_list_2 - Blad1
influences performance	influences performance	1	3	w	agent_list_2 - Blad1
influences actions	influences actions	2	3	w	agent_list_2 - Blad1
influence processing	influence processing	1	3	w	agent_list_2 - Blad1
influences converge	influences converge	1	3	w	agent_list_2 - Blad1
influencing action	influencing action	1	3	w	agent_list_2 - Blad1
influencing communication	influencing communication	1	2	w	agent_list_2 - Blad1
influencing its	influencing its	1	1	w	agent_list_2 - Blad1
influence how	influence how	3	1	w	agent_list_2 - Blad1
influenced to	influenced to	1	1	w	agent_list_2 - Blad1
influence decision	influence decision	1	2	w	agent_list_2 - Blad1
influence emotion	influence emotion	1	2	w	agent_list_2 - Blad1
influence-based abstraction	influence-based abstraction	4	3	w	agent_list_2 - Blad1
influence-aware memory	influence-aware memory	4	3	w	agent_list_2 - Blad1
influences what	influences what	1	1	w	agent_list_2 - Blad1
influence what	influence what	1	1	w	agent_list_2 - Blad1
influence social	influence social	1	1	w	agent_list_2 - Blad1
influence overall	influence overall	1	1	w	agent_list_2 - Blad1
influences overall	influences overall	1	1	w	agent_list_2 - Blad1
influenced its	influenced its	1	1	w	agent_list_2 - Blad1
influence diagrams	influence diagrams	1	1	w	agent_list_2 - Blad1
influences preference	influences preference	1	1	w	agent_list_2 - Blad1
influenced movement	influenced movement	1	3	w	agent_list_2 - Blad1
influence factors	influence factors	1	3	w	agent_list_2 - Blad1
influence :	influence :	1	1	w	agent_list_2 - Blad1
influences learning	influences learning	1	2	w	agent_list_2 - Blad1
influence sensations	influence sensations	1	2	w	agent_list_2 - Blad1
interact	interact	480	3	w	agent_list_2 - Blad1
action	action	4886	3	w	agent_list_2 - Blad1
actions	actions	3697	3	w	agent_list_2 - Blad1
active	active	283	3	w	agent_list_2 - Blad1
interactions	interactions	928	3	w	agent_list_2 - Blad1
interaction	interaction	1178	3	w	agent_list_2 - Blad1
interacting	interacting	231	3	w	agent_list_2 - Blad1
actor	actor	298	3	w	agent_list_2 - Blad1
acts	acts	145	3	w	agent_list_2 - Blad1
act	act	293	3	w	agent_list_2 - Blad1
latent-action	latent-action	1	2	w	agent_list_2 - Blad1
actuated	actuated	6	1	w	agent_list_2 - Blad1
interacts	interacts	122	3	w	agent_list_2 - Blad1
actuators	actuators	86	3	w	agent_list_2 - Blad1
acting	acting	157	3	w	agent_list_2 - Blad1
state-actions	state-actions	2	3	w	agent_list_2 - Blad1
factors	factors	173	2	w	agent_list_2 - Blad1
actuation	actuation	14	1	w	agent_list_2 - Blad1
interacted	interacted	24	3	w	agent_list_2 - Blad1
state-action	state-action	166	2	w	agent_list_2 - Blad1
action-specific	action-specific	1	1	w	agent_list_2 - Blad1
factor	factor	323	1	w	agent_list_2 - Blad1
actively	actively	89	3	w	agent_list_2 - Blad1
activating	activating	24	2	w	agent_list_2 - Blad1
activated	activated	75	2	w	agent_list_2 - Blad1
activations	activations	43	1	w	agent_list_2 - Blad1
activity	activity	208	2	w	agent_list_2 - Blad1
interactive	interactive	387	2	w	agent_list_2 - Blad1
acted	acted	7	3	w	agent_list_2 - Blad1
counterfactual	counterfactual	14	3	w	agent_list_2 - Blad1
discrete-action	discrete-action	20	3	w	agent_list_2 - Blad1
reactively	reactively	1	2	w	agent_list_2 - Blad1
reactive	reactive	77	2	w	agent_list_2 - Blad1
action-state	action-state	11	3	w	agent_list_2 - Blad1
reactivity	reactivity	10	1	w	agent_list_2 - Blad1
activities	activities	159	2	w	agent_list_2 - Blad1
[int]eractive	[int]eractive	1	2	w	agent_list_2 - Blad1
activate	activate	50	2	w	agent_list_2 - Blad1
react	react	251	2	w	agent_list_2 - Blad1
actors	actors	80	3	w	agent_list_2 - Blad1
activates	activates	25	2	w	agent_list_2 - Blad1
enact	enact	9	1	w	agent_list_2 - Blad1
reaction	reaction	38	1	w	agent_list_2 - Blad1
action-level	action-level	22	1	w	agent_list_2 - Blad1
vision-language-acting	vision-language-acting	1	2	w	agent_list_2 - Blad1
vision-language-action	vision-language-action	2	2	w	agent_list_2 - Blad1
factored	factored	9	2	w	agent_list_2 - Blad1
act-then-reason	act-then-reason	1	1	w	agent_list_2 - Blad1
reason-then-act	reason-then-act	2	1	w	agent_list_2 - Blad1
actre-prompted	actre-prompted	1	1	w	agent_list_2 - Blad1
action-space	action-space	4	3	w	agent_list_2 - Blad1
action-value	action-value	74	2	w	agent_list_2 - Blad1
mm-react	mm-react	4	1	w	agent_list_2 - Blad1
reactiveness	reactiveness	4	2	w	agent_list_2 - Blad1
reacts	reacts	9	2	w	agent_list_2 - Blad1
actualize	actualize	4	1	w	agent_list_2 - Blad1
macro-actions	macro-actions	8	1	w	agent_list_2 - Blad1
actions-observations	actions-observations	1	1	w	agent_list_2 - Blad1
observation-action	observation-action	10	2	w	agent_list_2 - Blad1
learnact	learnact	30	2	w	agent_list_2 - Blad1
action-learning	action-learning	1	2	w	agent_list_2 - Blad1
actioncreation	actioncreation	1	2	w	agent_list_2 - Blad1
actionlearn	actionlearn	4	2	w	agent_list_2 - Blad1
action-policy	action-policy	1	3	w	agent_list_2 - Blad1
act+reflexion	act+reflexion	1	3	w	agent_list_2 - Blad1
react+reflexion	react+reflexion	2	3	w	agent_list_2 - Blad1
open-action	open-action	1	3	w	agent_list_2 - Blad1
active-prompt	active-prompt	2	2	w	agent_list_2 - Blad1
interactivesandbox	interactivesandbox	1	3	w	agent_list_2 - Blad1
theirinteractions	theirinteractions	1	1	w	agent_list_2 - Blad1
planactions	planactions	1	3	w	agent_list_2 - Blad1
codeaction	codeaction	2	1	w	agent_list_2 - Blad1
code-action	code-action	2	1	w	agent_list_2 - Blad1
actionable	actionable	48	3	w	agent_list_2 - Blad1
low-levelactionable	low-levelactionable	1	2	w	agent_list_2 - Blad1
subsequentactions	subsequentactions	1	2	w	agent_list_2 - Blad1
intelligentinteractions	intelligentinteractions	1	3	w	agent_list_2 - Blad1
actwithin	actwithin	1	3	w	agent_list_2 - Blad1
act-r	act-r	10	3	w	agent_list_2 - Blad1
actor-network	actor-network	13	3	w	agent_list_2 - Blad1
reactive-reactive	reactive-reactive	1	3	w	agent_list_2 - Blad1
reactance	reactance	1	1	w	agent_list_2 - Blad1
actuator	actuator	63	3	w	agent_list_2 - Blad1
soft-actor	soft-actor	3	1	w	agent_list_2 - Blad1
conductor-action	conductor-action	1	1	w	agent_list_2 - Blad1
sc-interaction	sc-interaction	5	1	w	agent_list_2 - Blad1
sa-interaction	sa-interaction	5	1	w	agent_list_2 - Blad1
learning-from-interaction	learning-from-interaction	1	3	w	agent_list_2 - Blad1
pro-activeness	pro-activeness	5	1	w	agent_list_2 - Blad1
action-labeled	action-labeled	1	1	w	agent_list_2 - Blad1
planner-actor-reporter	planner-actor-reporter	1	3	w	agent_list_2 - Blad1
actor(s)	actor(s)	1	3	w	agent_list_2 - Blad1
omniact	omniact	1	3	w	agent_list_2 - Blad1
seeact	seeact	14	3	w	agent_list_2 - Blad1
seeactchoice	seeactchoice	1	3	w	agent_list_2 - Blad1
soft-actor-critic	soft-actor-critic	1	1	w	agent_list_2 - Blad1
subaction	subaction	1	1	w	agent_list_2 - Blad1
intractability	intractability	3	1	w	agent_list_2 - Blad1
reactions	reactions	56	2	w	agent_list_2 - Blad1
interactively	interactively	14	2	w	agent_list_2 - Blad1
machines(actor)	machines(actor)	1	1	w	agent_list_2 - Blad1
plan+act	plan+act	1	2	w	agent_list_2 - Blad1
proactively	proactively	13	1	w	agent_list_2 - Blad1
perception-prediction-reaction	perception-prediction-reaction	3	2	w	agent_list_2 - Blad1
perception-reaction	perception-reaction	3	2	w	agent_list_2 - Blad1
memory-interaction	memory-interaction	1	3	w	agent_list_2 - Blad1
action-repeat	action-repeat	1	1	w	agent_list_2 - Blad1
interactional	interactional	1	1	w	agent_list_2 - Blad1
sense-plan-act	sense-plan-act	2	2	w	agent_list_2 - Blad1
percept-action	percept-action	20	3	w	agent_list_2 - Blad1
condition-action	condition-action	1	3	w	agent_list_2 - Blad1
counterfactuals	counterfactuals	4	3	w	agent_list_2 - Blad1
state-action-reward-next	state-action-reward-next	1	2	w	agent_list_2 - Blad1
state-action-reward-state-action	state-action-reward-state-action	2	3	w	agent_list_2 - Blad1
interactivity	interactivity	7	3	w	agent_list_2 - Blad1
two-action	two-action	2	1	w	agent_list_2 - Blad1
actorcritic	actorcritic	1	1	w	agent_list_2 - Blad1
random-action	random-action	3	1	w	agent_list_2 - Blad1
action-observation	action-observation	21	2	w	agent_list_2 - Blad1
action-selection	action-selection	3	2	w	agent_list_2 - Blad1
entropyactions	entropyactions	3	3	w	agent_list_2 - Blad1
action-planning	action-planning	1	3	w	agent_list_2 - Blad1
action-spaces	action-spaces	1	3	w	agent_list_2 - Blad1
thought-action-observation	thought-action-observation	5	3	w	agent_list_2 - Blad1
action-related	action-related	2	1	w	agent_list_2 - Blad1
perceive-decide-act	perceive-decide-act	2	3	w	agent_list_2 - Blad1
perceive-plan-act	perceive-plan-act	1	2	w	agent_list_2 - Blad1
reacting	reacting	10	2	w	agent_list_2 - Blad1
joint-action	joint-action	5	2	w	agent_list_2 - Blad1
action-ranking	action-ranking	1	2	w	agent_list_2 - Blad1
actor-critic-based	actor-critic-based	4	1	w	agent_list_2 - Blad1
perceptual-action	perceptual-action	1	2	w	agent_list_2 - Blad1
macro-action	macro-action	1	1	w	agent_list_2 - Blad1
(de)activate	(de)activate	1	1	w	agent_list_2 - Blad1
activate(object)	activate(object)	1	1	w	agent_list_2 - Blad1
deactivate(object)	deactivate(object)	1	1	w	agent_list_2 - Blad1
deactivation	deactivation	1	1	w	agent_list_2 - Blad1
action-sequences	action-sequences	1	2	w	agent_list_2 - Blad1
actualized	actualized	2	1	w	agent_list_2 - Blad1
action-based	action-based	1	2	w	agent_list_2 - Blad1
multi-actor-attention-critic	multi-actor-attention-critic	1	2	w	agent_list_2 - Blad1
action-choosing	action-choosing	1	3	w	agent_list_2 - Blad1
internal-action	internal-action	1	3	w	agent_list_2 - Blad1
re-activate	re-activate	1	1	w	agent_list_2 - Blad1
action-states	action-states	1	3	w	agent_list_2 - Blad1
perception-to-action	perception-to-action	1	3	w	agent_list_2 - Blad1
enacting	enacting	3	1	w	agent_list_2 - Blad1
self-activating	self-activating	9	3	w	agent_list_2 - Blad1
self-activation	self-activation	2	3	w	agent_list_2 - Blad1
exploration-actions	exploration-actions	1	2	w	agent_list_2 - Blad1
exploreact	exploreact	1	2	w	agent_list_2 - Blad1
action-probabilities	action-probabilities	3	1	w	agent_list_2 - Blad1
action-logits	action-logits	1	1	w	agent_list_2 - Blad1
action(s)	action(s)	2	3	w	agent_list_2 - Blad1
action-execution	action-execution	2	3	w	agent_list_2 - Blad1
actor-league-learner	actor-league-learner	1	1	w	agent_list_2 - Blad1
meta-actions	meta-actions	1	1	w	agent_list_2 - Blad1
actuating	actuating	1	1	w	agent_list_2 - Blad1
action-adventure	action-adventure	3	1	w	agent_list_2 - Blad1
multireact	multireact	1	1	w	agent_list_2 - Blad1
actualised	actualised	1	1	w	agent_list_2 - Blad1
micro-action	micro-action	1	1	w	agent_list_2 - Blad1
s_actuator	s_actuator	1	1	w	agent_list_2 - Blad1
action-values	action-values	2	1	w	agent_list_2 - Blad1
actor-critc	actor-critc	1	1	w	agent_list_2 - Blad1
observation-action-reward	observation-action-reward	2	2	w	agent_list_2 - Blad1
observation-action-policy	observation-action-policy	1	2	w	agent_list_2 - Blad1
sor-react	sor-react	17	1	w	agent_list_2 - Blad1
actuates	actuates	1	1	w	agent_list_2 - Blad1
actuator-driven	actuator-driven	1	3	w	agent_list_2 - Blad1
return-observation-action	return-observation-action	1	2	w	agent_list_2 - Blad1
interaction-based	interaction-based	1	2	w	agent_list_2 - Blad1
enacts	enacts	2	1	w	agent_list_2 - Blad1
stateaction	stateaction	1	1	w	agent_list_2 - Blad1
hyper-actor	hyper-actor	8	1	w	agent_list_2 - Blad1
actor-mimic	actor-mimic	1	1	w	agent_list_2 - Blad1
hyper-actor-module	hyper-actor-module	8	1	w	agent_list_2 - Blad1
hyper-actor-task	hyper-actor-task	5	1	w	agent_list_2 - Blad1
meta-action	meta-action	1	1	w	agent_list_2 - Blad1
mindact	mindact	10	1	w	agent_list_2 - Blad1
action-noise	action-noise	1	2	w	agent_list_2 - Blad1
enacted	enacted	10	1	w	agent_list_2 - Blad1
language-action	language-action	1	1	w	agent_list_2 - Blad1
states-action	states-action	1	1	w	agent_list_2 - Blad1
interactable	interactable	9	2	w	agent_list_2 - Blad1
state-to-action	state-to-action	3	2	w	agent_list_2 - Blad1
reactionary	reactionary	1	1	w	agent_list_2 - Blad1
action-sense-learn	action-sense-learn	1	3	w	agent_list_2 - Blad1
attractor-based	attractor-based	2	2	w	agent_list_2 - Blad1
continuous-action	continuous-action	7	2	w	agent_list_2 - Blad1
interactionbased	interactionbased	1	1	w	agent_list_2 - Blad1
interactibility	interactibility	1	1	w	agent_list_2 - Blad1
action-wise	action-wise	1	1	w	agent_list_2 - Blad1
activityprograms	activityprograms	5	1	w	agent_list_2 - Blad1
explore-and-act	explore-and-act	5	2	w	agent_list_2 - Blad1
exploration-and-act	exploration-and-act	1	2	w	agent_list_2 - Blad1
action-stimulus	action-stimulus	1	2	w	agent_list_2 - Blad1
counter-factual	counter-factual	6	3	w	agent_list_2 - Blad1
action-conditional	action-conditional	1	2	w	agent_list_2 - Blad1
option-action	option-action	3	1	w	agent_list_2 - Blad1
action-oriented	action-oriented	1	2	w	agent_list_2 - Blad1
enactive	enactive	45	2	w	agent_list_2 - Blad1
autoact	autoact	7	2	w	agent_list_2 - Blad1
action-conditioned	action-conditioned	5	1	w	agent_list_2 - Blad1
environment-interaction	environment-interaction	1	3	w	agent_list_2 - Blad1
action-set	action-set	2	3	w	agent_list_2 - Blad1
interactants	interactants	1	2	w	agent_list_2 - Blad1
action-clip	action-clip	3	2	w	agent_list_2 - Blad1
action-clips	action-clips	4	2	w	agent_list_2 - Blad1
chain-of-action	chain-of-action	8	1	w	agent_list_2 - Blad1
action-plannings	action-plannings	1	2	w	agent_list_2 - Blad1
perception-action	perception-action	3	2	w	agent_list_2 - Blad1
enaction	enaction	3	1	w	agent_list_2 - Blad1
enactions	enactions	3	1	w	agent_list_2 - Blad1
sub-actions	sub-actions	18	2	w	agent_list_2 - Blad1
sub-action	sub-action	5	2	w	agent_list_2 - Blad1
intra-action	intra-action	1	2	w	agent_list_2 - Blad1
inter-action	inter-action	1	2	w	agent_list_2 - Blad1
reacted	reacted	1	1	w	agent_list_2 - Blad1
interaction-aware	interaction-aware	1	2	w	agent_list_2 - Blad1
counter-actions	counter-actions	1	2	w	agent_list_2 - Blad1
counter-action	counter-action	1	2	w	agent_list_2 - Blad1
state-action-state	state-action-state	1	1	w	agent_list_2 - Blad1
state-action-reward	state-action-reward	1	2	w	agent_list_2 - Blad1
sense-act	sense-act	1	2	w	agent_list_2 - Blad1
next-action	next-action	1	1	w	agent_list_2 - Blad1
action-to-effect	action-to-effect	2	2	w	agent_list_2 - Blad1
step(action)	step(action)	1	1	w	agent_list_2 - Blad1
planact	planact	8	1	w	agent_list_2 - Blad1
planreact	planreact	6	1	w	agent_list_2 - Blad1
action-descriptions	action-descriptions	2	2	w	agent_list_2 - Blad1
activable	activable	1	1	w	agent_list_2 - Blad1
action-reward	action-reward	1	2	w	agent_list_2 - Blad1
action	action	4886	3	w	agent_list_2 - Blad1
acting	acting	157	3	w	agent_list_2 - Blad1
do	do	1030	2	w	agent_list_2 - Blad1
up to	up to	166	3	w	agent_list_2 - Blad1
purpose	purpose	163	3	w	agent_list_2 - Blad1
purposive	purposive	19	3	w	agent_list_2 - Blad1
purposeful	purposeful	5	3	w	agent_list_2 - Blad1
purposefulness	purposefulness	3	3	w	agent_list_2 - Blad1
purposefully	purposefully	3	3	w	agent_list_2 - Blad1
purpose-driven	purpose-driven	1	3	w	agent_list_2 - Blad1
purpose	purpose	163	3	w	agent_list_2 - Blad1
goal	goal	2121	3	w	agent_list_2 - Blad1
task	task	5168	2	w	agent_list_2 - Blad1
policy	policy	4154	3	w	agent_list_2 - Blad1
utility	utility	475	3	w	agent_list_2 - Blad1
utility function	utility function	214	3	w	agent_list_2 - Blad1
history	history	572	3	w	agent_list_2 - Blad1
memory	memory	4583	3	w	agent_list_2 - Blad1
memory-based	memory-based	60	3	w	agent_list_2 - Blad1
memorization	memorization	16	3	w	agent_list_2 - Blad1
memorisation	memorisation	3	3	w	agent_list_2 - Blad1
memories	memories	453	3	w	agent_list_2 - Blad1
memorized	memorized	12	2	w	agent_list_2 - Blad1
memory-augmented	memory-augmented	32	2	w	agent_list_2 - Blad1
memorymechanism	memorymechanism	1	2	w	agent_list_2 - Blad1
memorize	memorize	30	3	w	agent_list_2 - Blad1
memorizing	memorizing	12	3	w	agent_list_2 - Blad1
two-memory	two-memory	4	2	w	agent_list_2 - Blad1
memorises	memorises	1	3	w	agent_list_2 - Blad1
long-short-term-memory	long-short-term-memory	1	3	w	agent_list_2 - Blad1
memory-interaction	memory-interaction	1	2	w	agent_list_2 - Blad1
memory-driven	memory-driven	1	3	w	agent_list_2 - Blad1
processing-in-memory	processing-in-memory	9	3	w	agent_list_2 - Blad1
memory-intensive	memory-intensive	5	3	w	agent_list_2 - Blad1
memory-bound	memory-bound	4	2	w	agent_list_2 - Blad1
memory-bounded	memory-bounded	3	2	w	agent_list_2 - Blad1
memory-boundedness	memory-boundedness	1	3	w	agent_list_2 - Blad1
dual-memory	dual-memory	5	2	w	agent_list_2 - Blad1
memorybank	memorybank	7	2	w	agent_list_2 - Blad1
memory-enhanced	memory-enhanced	2	2	w	agent_list_2 - Blad1
memorization-retrieval-response	memorization-retrieval-response	1	2	w	agent_list_2 - Blad1
think-in-memory	think-in-memory	2	1	w	agent_list_2 - Blad1
memory-module	memory-module	2	3	w	agent_list_2 - Blad1
episodic-memory	episodic-memory	2	3	w	agent_list_2 - Blad1
updatememory	updatememory	1	3	w	agent_list_2 - Blad1
memory-changing	memory-changing	1	3	w	agent_list_2 - Blad1
layered-memory	layered-memory	1	2	w	agent_list_2 - Blad1
meta-memory	meta-memory	1	2	w	agent_list_2 - Blad1
meta-memories	meta-memories	1	2	w	agent_list_2 - Blad1
memory-embedding	memory-embedding	1	3	w	agent_list_2 - Blad1
memory-transfer	memory-transfer	1	1	w	agent_list_2 - Blad1
memory-guided	memory-guided	4	3	w	agent_list_2 - Blad1
memory-dependent	memory-dependent	1	3	w	agent_list_2 - Blad1
learning-to-memorize	learning-to-memorize	1	3	w	agent_list_2 - Blad1
memory-like	memory-like	1	2	w	agent_list_2 - Blad1
self-memory	self-memory	1	3	w	agent_list_2 - Blad1
memorizes	memorizes	3	3	w	agent_list_2 - Blad1
place-memory	place-memory	1	3	w	agent_list_2 - Blad1
memorizer	memorizer	4	3	w	agent_list_2 - Blad1
memoryful	memoryful	10	3	w	agent_list_2 - Blad1
implanted-memory	implanted-memory	1	2	w	agent_list_2 - Blad1
memory-creator	memory-creator	1	3	w	agent_list_2 - Blad1
short-term-memory	short-term-memory	1	2	w	agent_list_2 - Blad1
memory-augmentation	memory-augmentation	1	2	w	agent_list_2 - Blad1
memory-incorporated	memory-incorporated	1	2	w	agent_list_2 - Blad1
memory-equipped	memory-equipped	1	2	w	agent_list_2 - Blad1
subject	subject	114	3	w	agent_list_2 - Blad1
individual agent	individual agent	23	3	w	agent_list_2 - Blad1
adaptation	adaptation	397	3	w	agent_list_2 - Blad1
adaptive	adaptive	350	3	w	agent_list_2 - Blad1
adapting	adapting	127	3	w	agent_list_2 - Blad1
adaptability	adaptability	190	3	w	agent_list_2 - Blad1
adapted	adapted	85	3	w	agent_list_2 - Blad1
adapt	adapt	467	3	w	agent_list_2 - Blad1
adaptivity	adaptivity	7	3	w	agent_list_2 - Blad1
adaptively	adaptively	64	3	w	agent_list_2 - Blad1
adapts	adapts	44	3	w	agent_list_2 - Blad1
self-adaptive	self-adaptive	4	3	w	agent_list_2 - Blad1
adaption	adaption	11	2	w	agent_list_2 - Blad1
adaptions	adaptions	2	2	w	agent_list_2 - Blad1
adaptable	adaptable	56	2	w	agent_list_2 - Blad1
domain-adaptation	domain-adaptation	1	3	w	agent_list_2 - Blad1
adapters	adapters	59	2	w	agent_list_2 - Blad1
bayes-adaptive	bayes-adaptive	2	3	w	agent_list_2 - Blad1
adapter	adapter	93	2	w	agent_list_2 - Blad1
self-adaptation	self-adaptation	6	3	w	agent_list_2 - Blad1
selfadaptation	selfadaptation	1	3	w	agent_list_2 - Blad1
self-adaption	self-adaption	1	3	w	agent_list_2 - Blad1
co-adaptation	co-adaptation	4	1	w	agent_list_2 - Blad1
co-adapting	co-adapting	2	1	w	agent_list_2 - Blad1
context-adaptive	context-adaptive	1	3	w	agent_list_2 - Blad1
adaptations	adaptations	10	1	w	agent_list_2 - Blad1
model-adaptive	model-adaptive	1	1	w	agent_list_2 - Blad1
planning-adaptive	planning-adaptive	9	2	w	agent_list_2 - Blad1
adaptiveness	adaptiveness	4	1	w	agent_list_2 - Blad1
well-adapted	well-adapted	1	2	w	agent_list_2 - Blad1
